location_id,neighbourhood_group,neighbourhood,latitude,longitude
27766,Bronx,Parkchester,40.83067,-73.88024
27767,Queens,Elmhurst,40.73914,-73.87116
27768,Brooklyn,Bedford-Stuyvesant,40.69259,-73.92881
27769,Manhattan,Murray Hill,40.74866,-73.97846
27770,Brooklyn,Midwood,40.62914,-73.9575
27771,Brooklyn,Greenpoint,40.72391,-73.94214
27772,Brooklyn,Fort Hamilton,40.62231,-74.02885
27773,Brooklyn,Williamsburg,40.71989,-73.95837
27774,Brooklyn,Flatbush,40.63146,-73.96227
27775,Queens,Rego Park,40.72826,-73.87015
27776,Manhattan,Tribeca,40.72005,-74.00455
27777,Manhattan,East Harlem,40.78639,-73.94869
27778,Queens,Briarwood,40.70593,-73.81468
27779,Manhattan,West Village,40.73226,-74.00184
27780,Manhattan,East Village,40.72202,-73.97909
27781,Brooklyn,Bedford-Stuyvesant,40.68507,-73.93565
27782,Brooklyn,Williamsburg,40.7115,-73.95746
27783,Manhattan,East Village,40.73103,-73.98233
27784,Brooklyn,Flatbush,40.65314,-73.95304
27785,Brooklyn,Canarsie,40.64942,-73.89783
27786,Manhattan,Nolita,40.72207,-73.99596
27787,Manhattan,Harlem,40.8217,-73.95336
27788,Manhattan,Greenwich Village,40.73449,-73.99299
27789,Queens,Flushing,40.75759,-73.80815
27790,Brooklyn,Bushwick,40.70247,-73.91793
27791,Manhattan,Theater District,40.76069,-73.9863
27792,Manhattan,Harlem,40.82347,-73.95228
27793,Manhattan,Midtown,40.76398,-73.98034
27794,Brooklyn,East New York,40.66204,-73.88946
27795,Manhattan,Hell's Kitchen,40.75605,-73.99797
27796,Brooklyn,Sheepshead Bay,40.58612,-73.95014
27797,Brooklyn,East Flatbush,40.63794,-73.93125
27798,Brooklyn,Flatbush,40.64124,-73.9688
27799,Brooklyn,Bedford-Stuyvesant,40.69568,-73.93831
27800,Manhattan,East Village,40.72428,-73.97957
27801,Manhattan,Midtown,40.7513,-73.98333
27802,Manhattan,East Village,40.72456,-73.98764
27803,Bronx,Pelham Gardens,40.86264,-73.84854
27804,Manhattan,East Village,40.72929,-73.98625
27805,Manhattan,Chinatown,40.71572,-73.99114
27806,Brooklyn,Bedford-Stuyvesant,40.69001,-73.95136
27807,Manhattan,Hell's Kitchen,40.76151,-73.98816
27808,Brooklyn,Bedford-Stuyvesant,40.69102,-73.95132
27809,Manhattan,East Village,40.72256,-73.97925
27810,Brooklyn,Crown Heights,40.67517,-73.9564
27811,Brooklyn,Williamsburg,40.70966,-73.95667
27812,Manhattan,Inwood,40.86794,-73.91629
27813,Manhattan,East Village,40.72941,-73.97916
27814,Brooklyn,Williamsburg,40.70592,-73.93513
27815,Brooklyn,Bedford-Stuyvesant,40.6786,-73.9255
27816,Manhattan,Hell's Kitchen,40.76617,-73.9883
27817,Brooklyn,Clinton Hill,40.68859,-73.96035
27818,Brooklyn,Bedford-Stuyvesant,40.69065,-73.95469
27819,Brooklyn,Bedford-Stuyvesant,40.69179,-73.95915
27820,Manhattan,West Village,40.73522,-73.99983
27821,Manhattan,East Harlem,40.79741,-73.93493
27822,Brooklyn,Crown Heights,40.67372,-73.91648
27823,Brooklyn,Williamsburg,40.71576,-73.94088
27824,Manhattan,Upper East Side,40.76951,-73.96192
27825,Brooklyn,Crown Heights,40.66505,-73.93875
27826,Manhattan,Harlem,40.81029,-73.94344
27827,Queens,Flushing,40.75997,-73.81287
27828,Manhattan,Hell's Kitchen,40.76172,-73.99428
27829,Brooklyn,Park Slope,40.6789,-73.97909
27830,Manhattan,Lower East Side,40.71235,-73.99071
27831,Queens,Springfield Gardens,40.66578,-73.77301
27832,Brooklyn,Bushwick,40.68235,-73.90381
27833,Manhattan,Upper West Side,40.79401,-73.9639
27834,Queens,Howard Beach,40.66802,-73.84803
27835,Brooklyn,Williamsburg,40.70358,-73.93698
27836,Queens,Flushing,40.75899,-73.82245
27837,Brooklyn,Gowanus,40.6786,-73.98381
27838,Queens,Sunnyside,40.74523,-73.91676
27839,Brooklyn,Gowanus,40.67721,-73.98444
27840,Manhattan,Hell's Kitchen,40.76633,-73.9875
27841,Brooklyn,Gowanus,40.67851,-73.98439
27842,Manhattan,Upper East Side,40.7627,-73.96225
27843,Manhattan,Chinatown,40.71508,-73.99275
27844,Brooklyn,Williamsburg,40.71173,-73.96164
27845,Brooklyn,Bedford-Stuyvesant,40.68437,-73.93132
27846,Manhattan,Greenwich Village,40.73103,-74.00141
27847,Manhattan,West Village,40.73158,-74.00151
27848,Manhattan,Greenwich Village,40.73213,-73.99323
27849,Manhattan,Upper West Side,40.80204,-73.96612
27850,Manhattan,Harlem,40.81855,-73.94447
27851,Queens,Elmhurst,40.73688,-73.87644
27852,Brooklyn,Bedford-Stuyvesant,40.68588,-73.95551
27853,Manhattan,Chinatown,40.71447,-73.99433
27854,Brooklyn,Williamsburg,40.70801,-73.95902
27855,Brooklyn,Bedford-Stuyvesant,40.69292,-73.93463
27856,Brooklyn,Crown Heights,40.67737,-73.94986
27857,Brooklyn,Bushwick,40.69608,-73.91973
27858,Manhattan,Upper West Side,40.78558,-73.97703
27859,Brooklyn,Bedford-Stuyvesant,40.69854,-73.94069
27860,Brooklyn,Bedford-Stuyvesant,40.68476,-73.95801
27861,Queens,Ditmars Steinway,40.77853,-73.90934
27862,Manhattan,Hell's Kitchen,40.76793,-73.98583
27863,Bronx,Allerton,40.85973,-73.86699
27864,Brooklyn,Greenpoint,40.72754,-73.95527
27865,Brooklyn,Williamsburg,40.71544,-73.95075
27866,Manhattan,Financial District,40.71025,-74.00756
27867,Manhattan,Murray Hill,40.7466,-73.97044
27868,Manhattan,Midtown,40.76411,-73.98074
27869,Queens,Maspeth,40.72609,-73.90112
27870,Brooklyn,Bushwick,40.69834,-73.93436
27871,Brooklyn,Prospect Heights,40.67376,-73.96433
27872,Brooklyn,Flatbush,40.63435,-73.95027
27873,Brooklyn,Kensington,40.64407,-73.97428
27874,Brooklyn,Williamsburg,40.70894,-73.94847
27875,Brooklyn,Williamsburg,40.7146,-73.96282
27876,Manhattan,East Village,40.728,-73.98603
27877,Manhattan,Harlem,40.82502,-73.94919
27878,Brooklyn,Flatbush,40.6416,-73.96905
27879,Brooklyn,Carroll Gardens,40.67574,-73.99783
27880,Manhattan,Chelsea,40.74661,-73.99245
27881,Brooklyn,Red Hook,40.67896,-74.00518
27882,Brooklyn,Park Slope,40.67145,-73.97143
27883,Brooklyn,Bushwick,40.68637,-73.91159
27884,Queens,Forest Hills,40.72573,-73.85292
27885,Brooklyn,East Flatbush,40.65532,-73.91793
27886,Brooklyn,Bushwick,40.69634,-73.91323
27887,Manhattan,Harlem,40.81088,-73.9441
27888,Brooklyn,Park Slope,40.68001,-73.97603
27889,Manhattan,Chelsea,40.74116,-74.00053
27890,Manhattan,Upper West Side,40.78624,-73.96952
27891,Brooklyn,Clinton Hill,40.68769,-73.96118
27892,Manhattan,East Village,40.72631,-73.98507
27893,Brooklyn,Williamsburg,40.71078,-73.96359
27894,Manhattan,Hell's Kitchen,40.76564,-73.99118
27895,Manhattan,Harlem,40.81589,-73.9446
27896,Brooklyn,Prospect-Lefferts Gardens,40.65684,-73.96042
27897,Manhattan,East Village,40.72755,-73.98755
27898,Brooklyn,Crown Heights,40.67672,-73.92964
27899,Manhattan,West Village,40.73494,-74.00228
27900,Brooklyn,Williamsburg,40.71345,-73.95938
27901,Manhattan,Upper East Side,40.77408,-73.95504
27902,Manhattan,Flatiron District,40.74044,-73.98777
27903,Queens,Ridgewood,40.69946,-73.90833
27904,Queens,Arverne,40.59686,-73.80262
27905,Brooklyn,Crown Heights,40.67391,-73.95581
27906,Manhattan,Upper West Side,40.77562,-73.98756
27907,Manhattan,Midtown,40.75393,-73.97316
27908,Manhattan,Washington Heights,40.84182,-73.93898
27909,Manhattan,East Village,40.72863,-73.99008
27910,Brooklyn,Bedford-Stuyvesant,40.6797,-73.94361
27911,Brooklyn,Park Slope,40.6749,-73.97593
27912,Manhattan,Chelsea,40.74031,-73.9986
27913,Brooklyn,Greenpoint,40.72871,-73.95107
27914,Brooklyn,Bedford-Stuyvesant,40.69108,-73.94492
27915,Manhattan,West Village,40.73642,-73.9992
27916,Manhattan,Marble Hill,40.87634,-73.90948
27917,Manhattan,Morningside Heights,40.80414,-73.96576
27918,Manhattan,Harlem,40.80934,-73.95457
27919,Brooklyn,Williamsburg,40.70941,-73.93862
27920,Manhattan,Upper West Side,40.78834,-73.97215
27921,Manhattan,West Village,40.73176,-74.00348
27922,Brooklyn,Crown Heights,40.67025,-73.93558
27923,Brooklyn,Bedford-Stuyvesant,40.68214,-73.95477
27924,Brooklyn,Williamsburg,40.71769,-73.96339
27925,Brooklyn,Sunset Park,40.65602,-74.00509
27926,Manhattan,Lower East Side,40.7235,-73.99096
27927,Manhattan,Lower East Side,40.72291,-73.98915
27928,Manhattan,Chelsea,40.75117,-73.99305
27929,Manhattan,West Village,40.73738,-74.00012
27930,Manhattan,Harlem,40.81919,-73.94554
27931,Brooklyn,Windsor Terrace,40.65281,-73.97298
27932,Brooklyn,Sheepshead Bay,40.59664,-73.95301
27933,Manhattan,Lower East Side,40.71952,-73.98495
27934,Brooklyn,Bushwick,40.69186,-73.9221
27935,Brooklyn,Sunset Park,40.6588,-73.99097
27936,Brooklyn,Williamsburg,40.71568,-73.94415
27937,Manhattan,Midtown,40.76427,-73.98208
27938,Queens,Far Rockaway,40.59722,-73.75937
27939,Brooklyn,Flatbush,40.6429,-73.95253
27940,Manhattan,East Village,40.72563,-73.98169
27941,Manhattan,Midtown,40.76574,-73.98018
27942,Manhattan,Midtown,40.76387,-73.98056
27943,Manhattan,Midtown,40.76443,-73.98152
27944,Brooklyn,Bushwick,40.70636,-73.91935
27945,Manhattan,Financial District,40.70407,-74.00885
27946,Manhattan,Hell's Kitchen,40.75668,-73.99097
27947,Manhattan,Little Italy,40.71801,-73.9984
27948,Brooklyn,Bushwick,40.68682,-73.91189
27949,Manhattan,Harlem,40.82058,-73.95802
27950,Brooklyn,Prospect Heights,40.67871,-73.9678
27951,Brooklyn,Greenpoint,40.72133,-73.94903
27952,Queens,Astoria,40.76543,-73.92248
27953,Brooklyn,Williamsburg,40.72192,-73.95597
27954,Manhattan,Gramercy,40.73581,-73.98918
27955,Manhattan,Murray Hill,40.74812,-73.97663
27956,Brooklyn,Greenpoint,40.72421,-73.95364
27957,Manhattan,East Harlem,40.8001,-73.94081
27958,Manhattan,East Harlem,40.79999,-73.94233
27959,Manhattan,Harlem,40.82978,-73.94823
27960,Manhattan,Hell's Kitchen,40.7676,-73.9855
27961,Brooklyn,Flatlands,40.62857,-73.94071
27962,Queens,Elmhurst,40.7418,-73.8861
27963,Manhattan,Lower East Side,40.72083,-73.99308
27964,Brooklyn,Clinton Hill,40.69087,-73.96639
27965,Brooklyn,Bushwick,40.69566,-73.91611
27966,Brooklyn,Red Hook,40.67787,-74.00764
27967,Brooklyn,East New York,40.66769,-73.88421
27968,Manhattan,Murray Hill,40.74998,-73.97543
27969,Brooklyn,Bedford-Stuyvesant,40.6889,-73.95362
27970,Manhattan,Upper East Side,40.76384,-73.96355
27971,Brooklyn,Vinegar Hill,40.70152,-73.98407
27972,Manhattan,Financial District,40.70458,-74.00755
27973,Brooklyn,Clinton Hill,40.69049,-73.96842
27974,Manhattan,Upper West Side,40.79454,-73.97541
27975,Manhattan,Hell's Kitchen,40.75597,-73.99494
27976,Manhattan,Midtown,40.75249,-73.97384
27977,Manhattan,Midtown,40.76733,-73.98074
27978,Brooklyn,Sheepshead Bay,40.58788,-73.94955
27979,Manhattan,East Village,40.73245,-73.98848
27980,Manhattan,Hell's Kitchen,40.75453,-73.99526
27981,Manhattan,Midtown,40.75298,-73.96912
27982,Manhattan,Financial District,40.7059,-74.00604
27983,Queens,Astoria,40.76885,-73.90752
27984,Manhattan,Financial District,40.70426,-74.00711
27985,Brooklyn,Crown Heights,40.67512,-73.96185
27986,Manhattan,Midtown,40.75346,-73.96872
27987,Manhattan,Hell's Kitchen,40.7548,-73.9965
27988,Brooklyn,Windsor Terrace,40.65537,-73.9819
27989,Brooklyn,Bedford-Stuyvesant,40.68541,-73.94692
27990,Queens,Ditmars Steinway,40.77129,-73.91712
27991,Manhattan,Midtown,40.75893,-73.9636
27992,Brooklyn,Williamsburg,40.70383,-73.94431
27993,Brooklyn,Prospect Heights,40.67933,-73.96912
27994,Brooklyn,Crown Heights,40.66373,-73.93222
27995,Brooklyn,Flatbush,40.63531,-73.96546
27996,Manhattan,East Village,40.72801,-73.98736
27997,Manhattan,Murray Hill,40.74864,-73.97383
27998,Brooklyn,Williamsburg,40.70807,-73.95099
27999,Manhattan,Upper East Side,40.77089,-73.95946
28000,Brooklyn,Prospect-Lefferts Gardens,40.66046,-73.96014
28001,Manhattan,Upper West Side,40.78383,-73.97529
28002,Manhattan,Murray Hill,40.75033,-73.97546
28003,Manhattan,Chelsea,40.74045,-74.00047
28004,Brooklyn,Williamsburg,40.71296,-73.93838
28005,Brooklyn,Williamsburg,40.70902,-73.95724
28006,Brooklyn,Park Slope,40.68057,-73.97617
28007,Brooklyn,Crown Heights,40.6768,-73.95346
28008,Brooklyn,Crown Heights,40.66715,-73.96084
28009,Manhattan,East Harlem,40.80296,-73.9369
28010,Brooklyn,Williamsburg,40.71211,-73.94058
28011,Manhattan,Morningside Heights,40.80513,-73.9632
28012,Brooklyn,Park Slope,40.67607,-73.97167
28013,Brooklyn,Williamsburg,40.70591,-73.92916
28014,Bronx,Pelham Gardens,40.86706,-73.84674
28015,Brooklyn,Williamsburg,40.69999,-73.95275
28016,Brooklyn,Greenpoint,40.72566,-73.94823
28017,Brooklyn,Boerum Hill,40.68837,-73.98717
28018,Manhattan,East Village,40.72648,-73.97904
28019,Manhattan,Lower East Side,40.71325,-73.99009
28020,Manhattan,Greenwich Village,40.73616,-73.99614
28021,Brooklyn,Brighton Beach,40.57962,-73.96535
28022,Manhattan,Kips Bay,40.74416,-73.97702
28023,Brooklyn,Cypress Hills,40.67842,-73.88768
28024,Manhattan,Upper East Side,40.777,-73.95771
28025,Staten Island,St. George,40.64537,-74.08381
28026,Manhattan,Hell's Kitchen,40.75656,-73.99063
28027,Brooklyn,Bedford-Stuyvesant,40.69532,-73.93995
28028,Brooklyn,Park Slope,40.67835,-73.98209
28029,Brooklyn,Bushwick,40.70027,-73.91268
28030,Brooklyn,Gowanus,40.67848,-73.98386
28031,Brooklyn,Gowanus,40.67868,-73.98254
28032,Queens,Astoria,40.76347,-73.90928
28033,Brooklyn,Gowanus,40.67753,-73.9841
28034,Brooklyn,Gowanus,40.67873,-73.98236
28035,Manhattan,Murray Hill,40.75006,-73.97694
28036,Brooklyn,Gowanus,40.67733,-73.98407
28037,Manhattan,Midtown,40.76699,-73.98174
28038,Queens,Jackson Heights,40.75731,-73.85785
28039,Manhattan,Roosevelt Island,40.76191,-73.94934
28040,Manhattan,Midtown,40.75732,-73.98142
28041,Queens,Woodside,40.74496,-73.89534
28042,Manhattan,Stuyvesant Town,40.72734,-73.97203
28043,Manhattan,Hell's Kitchen,40.76062,-73.99297
28044,Brooklyn,Bedford-Stuyvesant,40.68616,-73.94295
28045,Manhattan,SoHo,40.72067,-74.00024
28046,Manhattan,Upper West Side,40.77055,-73.98615
28047,Manhattan,Lower East Side,40.72147,-73.99054
28048,Manhattan,East Harlem,40.79943,-73.94386
28049,Manhattan,Upper West Side,40.76996,-73.98551
28050,Brooklyn,Bushwick,40.69386,-73.91897
28051,Brooklyn,Bedford-Stuyvesant,40.69067,-73.93917
28052,Brooklyn,Flatbush,40.65177,-73.96417
28053,Manhattan,Morningside Heights,40.80853,-73.96352
28054,Brooklyn,Greenpoint,40.71911,-73.95045
28055,Brooklyn,Williamsburg,40.70889,-73.94357
28056,Brooklyn,Greenpoint,40.7264,-73.95613
28057,Brooklyn,Greenpoint,40.72508,-73.94698
28058,Brooklyn,Windsor Terrace,40.65028,-73.97771
28059,Brooklyn,Fort Greene,40.6857,-73.96964
28060,Brooklyn,Bedford-Stuyvesant,40.68537,-73.95894
28061,Brooklyn,Williamsburg,40.71344,-73.95702
28062,Manhattan,Upper East Side,40.77752,-73.94726
28063,Brooklyn,Greenpoint,40.73307,-73.95275
28064,Manhattan,East Harlem,40.79757,-73.93851
28065,Manhattan,Chinatown,40.71601,-73.99171
28066,Manhattan,Upper East Side,40.77625,-73.95495
28067,Brooklyn,Flatbush,40.64813,-73.9589
28068,Brooklyn,Prospect-Lefferts Gardens,40.65543,-73.95674
28069,Manhattan,Roosevelt Island,40.7611,-73.95015
28070,Queens,Astoria,40.76522,-73.92438
28071,Queens,East Elmhurst,40.76537,-73.87639
28072,Queens,Elmhurst,40.74586,-73.88409
28073,Queens,Richmond Hill,40.68932,-73.82047
28074,Manhattan,Harlem,40.81426,-73.95152
28075,Brooklyn,Bedford-Stuyvesant,40.69687,-73.94111
28076,Queens,Astoria,40.76354,-73.91341
28077,Queens,Flushing,40.76245,-73.8238
28078,Brooklyn,Williamsburg,40.70572,-73.93823
28079,Manhattan,East Harlem,40.78744,-73.94319
28080,Brooklyn,Crown Heights,40.67685,-73.93141
28081,Queens,Astoria,40.7723,-73.9281
28082,Manhattan,Harlem,40.79998,-73.95633
28083,Manhattan,Midtown,40.76432,-73.98075
28084,Brooklyn,Gowanus,40.67773,-73.98312
28085,Brooklyn,Gowanus,40.6784,-73.98447
28086,Brooklyn,Bushwick,40.68782,-73.9189
28087,Brooklyn,Williamsburg,40.7023,-73.9419
28088,Brooklyn,Gowanus,40.67704,-73.9846
28089,Brooklyn,Gowanus,40.67726,-73.9837
28090,Brooklyn,Gowanus,40.67787,-73.98635
28091,Manhattan,Murray Hill,40.75008,-73.97752
28092,Manhattan,SoHo,40.72735,-74.00131
28093,Manhattan,Harlem,40.80759,-73.95464
28094,Manhattan,Hell's Kitchen,40.76042,-73.99032
28095,Manhattan,Washington Heights,40.84344,-73.93922
28096,Brooklyn,Bedford-Stuyvesant,40.69065,-73.95929
28097,Manhattan,West Village,40.73811,-74.00348
28098,Manhattan,Midtown,40.7436,-73.98573
28099,Queens,East Elmhurst,40.76419,-73.87498
28100,Manhattan,West Village,40.73253,-74.00859
28101,Brooklyn,Bedford-Stuyvesant,40.69507,-73.93354
28102,Queens,Elmhurst,40.74361,-73.87732
28103,Manhattan,Roosevelt Island,40.76858,-73.94436
28104,Queens,Ditmars Steinway,40.77051,-73.90944
28105,Brooklyn,Greenpoint,40.72728,-73.95313
28106,Manhattan,Chelsea,40.74927,-74.00122
28107,Brooklyn,Bushwick,40.70039,-73.93009
28108,Queens,Astoria,40.77118,-73.92548
28109,Brooklyn,Borough Park,40.63294,-73.99475
28110,Queens,Ditmars Steinway,40.77323,-73.91796
28111,Manhattan,East Village,40.73127,-73.98729
28112,Manhattan,Lower East Side,40.71991,-73.98832
28113,Manhattan,Upper East Side,40.77154,-73.94968
28114,Brooklyn,Park Slope,40.67913,-73.97477
28115,Brooklyn,Williamsburg,40.71284,-73.94805
28116,Brooklyn,Clinton Hill,40.68173,-73.96703
28117,Brooklyn,Williamsburg,40.71822,-73.93996
28118,Brooklyn,Bedford-Stuyvesant,40.68885,-73.95296
28119,Brooklyn,Bushwick,40.68187,-73.90815
28120,Manhattan,Inwood,40.86144,-73.92423
28121,Manhattan,Midtown,40.75184,-73.97198
28122,Brooklyn,Williamsburg,40.71515,-73.95231
28123,Brooklyn,Bushwick,40.68885,-73.91353
28124,Brooklyn,Crown Heights,40.6736,-73.95043
28125,Manhattan,Financial District,40.70758,-74.00409
28126,Queens,Richmond Hill,40.68683,-73.82743
28127,Manhattan,Midtown,40.75341,-73.97313
28128,Manhattan,Theater District,40.75493,-73.98618
28129,Brooklyn,Bedford-Stuyvesant,40.68691,-73.91798
28130,Manhattan,Midtown,40.76119,-73.97005
28131,Brooklyn,South Slope,40.66794,-73.98638
28132,Brooklyn,Clinton Hill,40.69513,-73.96245
28133,Brooklyn,Flatbush,40.64495,-73.9576
28134,Manhattan,Tribeca,40.71735,-74.00605
28135,Brooklyn,Prospect-Lefferts Gardens,40.6627,-73.95196
28136,Queens,Long Island City,40.75982,-73.93138
28137,Brooklyn,Bedford-Stuyvesant,40.68679,-73.9495
28138,Manhattan,Upper West Side,40.79572,-73.96781
28139,Manhattan,Hell's Kitchen,40.75979,-73.98953
28140,Brooklyn,Boerum Hill,40.6853,-73.98804
28141,Brooklyn,Bushwick,40.68949,-73.90575
28142,Manhattan,Theater District,40.75817,-73.98886
28143,Manhattan,Hell's Kitchen,40.76321,-73.98775
28144,Queens,Far Rockaway,40.60273,-73.75466
28145,Manhattan,Chelsea,40.73858,-73.99651
28146,Manhattan,Upper East Side,40.77084,-73.94956
28147,Manhattan,Kips Bay,40.74381,-73.97944
28148,Queens,Jamaica,40.6741,-73.79775
28149,Brooklyn,Bay Ridge,40.62848,-74.03077
28150,Manhattan,Upper West Side,40.78165,-73.9749
28151,Brooklyn,Crown Heights,40.67177,-73.93947
28152,Bronx,Soundview,40.82739,-73.88176
28153,Manhattan,Murray Hill,40.74661,-73.97698
28154,Brooklyn,Bedford-Stuyvesant,40.67871,-73.92678
28155,Brooklyn,Gowanus,40.6771,-73.98449
28156,Bronx,Kingsbridge,40.8739,-73.90364
28157,Brooklyn,Williamsburg,40.71353,-73.94337
28158,Manhattan,Morningside Heights,40.80485,-73.96345
28159,Brooklyn,Crown Heights,40.67163,-73.93399
28160,Manhattan,Hell's Kitchen,40.76333,-73.98905
28161,Brooklyn,Williamsburg,40.71204,-73.95245
28162,Manhattan,Midtown,40.75232,-73.9689
28163,Bronx,Port Morris,40.80024,-73.91422
28164,Brooklyn,Crown Heights,40.67307,-73.95236
28165,Queens,Sunnyside,40.74508,-73.92198
28166,Brooklyn,Williamsburg,40.71733,-73.95028
28167,Brooklyn,Bushwick,40.69077,-73.9133
28168,Brooklyn,Boerum Hill,40.6882,-73.98999
28169,Brooklyn,Bushwick,40.69871,-73.9361
28170,Brooklyn,Bedford-Stuyvesant,40.68104,-73.94031
28171,Brooklyn,South Slope,40.66724,-73.99023
28172,Brooklyn,Bushwick,40.70424,-73.9199
28173,Brooklyn,Gowanus,40.67893,-73.98365
28174,Brooklyn,Gowanus,40.6779,-73.98459
28175,Brooklyn,Williamsburg,40.7134,-73.94833
28176,Brooklyn,Flatlands,40.6197,-73.94426
28177,Brooklyn,Windsor Terrace,40.65325,-73.97868
28178,Brooklyn,Williamsburg,40.71171,-73.95491
28179,Brooklyn,Gowanus,40.67727,-73.9838
28180,Manhattan,Harlem,40.81532,-73.95359
28181,Manhattan,East Harlem,40.79746,-73.93513
28182,Manhattan,West Village,40.7349,-74.00618
28183,Manhattan,Chelsea,40.74918,-74.00369
28184,Manhattan,Lower East Side,40.7209,-73.98909
28185,Brooklyn,Prospect-Lefferts Gardens,40.65903,-73.96036
28186,Manhattan,East Village,40.73025,-73.9861
28187,Manhattan,Harlem,40.8041,-73.95261
28188,Brooklyn,Bay Ridge,40.63014,-74.03126
28189,Manhattan,Hell's Kitchen,40.76447,-73.99056
28190,Manhattan,Lower East Side,40.72317,-73.99084
28191,Brooklyn,Williamsburg,40.70892,-73.96584
28192,Brooklyn,Greenpoint,40.72379,-73.9416
28193,Brooklyn,Bushwick,40.70075,-73.92422
28194,Manhattan,East Harlem,40.80255,-73.94349
28195,Manhattan,Midtown,40.74739,-73.98344
28196,Brooklyn,Williamsburg,40.70255,-73.94408
28197,Brooklyn,Bedford-Stuyvesant,40.69355,-73.95197
28198,Brooklyn,Bushwick,40.69475,-73.91507
28199,Manhattan,Lower East Side,40.71172,-73.98665
28200,Brooklyn,Bushwick,40.69398,-73.90719
28201,Brooklyn,Bedford-Stuyvesant,40.6926,-73.94076
28202,Brooklyn,Crown Heights,40.67504,-73.93956
28203,Manhattan,Chelsea,40.73936,-73.99753
28204,Brooklyn,Williamsburg,40.71212,-73.94011
28205,Manhattan,Greenwich Village,40.73539,-73.99547
28206,Brooklyn,Williamsburg,40.71622,-73.94462
28207,Brooklyn,Brighton Beach,40.57872,-73.96009
28208,Manhattan,East Village,40.7253,-73.98861
28209,Manhattan,SoHo,40.72224,-74.00356
28210,Manhattan,Nolita,40.72224,-73.99438
28211,Brooklyn,Brownsville,40.67528,-73.906
28212,Brooklyn,Bedford-Stuyvesant,40.69131,-73.93387
28213,Manhattan,Harlem,40.8029,-73.95576
28214,Manhattan,Nolita,40.72389,-73.9954
28215,Brooklyn,Bushwick,40.69267,-73.9218
28216,Manhattan,Civic Center,40.71237,-74.00747
28217,Brooklyn,Greenpoint,40.72672,-73.94715
28218,Queens,Arverne,40.58793,-73.79268
28219,Brooklyn,Williamsburg,40.71642,-73.96459
28220,Brooklyn,Crown Heights,40.67728,-73.95676
28221,Brooklyn,Williamsburg,40.71015,-73.94672
28222,Brooklyn,Williamsburg,40.72085,-73.95723
28223,Manhattan,Harlem,40.82277,-73.9555
28224,Manhattan,Gramercy,40.73878,-73.9839
28225,Brooklyn,Greenpoint,40.72539,-73.95473
28226,Brooklyn,Crown Heights,40.67405,-73.94419
28227,Manhattan,Lower East Side,40.7128,-73.99045
28228,Staten Island,Randall Manor,40.63108,-74.12512
28229,Brooklyn,Sunset Park,40.66222,-73.99567
28230,Manhattan,Gramercy,40.73716,-73.98835
28231,Manhattan,Upper East Side,40.7745,-73.94844
28232,Brooklyn,East New York,40.66379,-73.89127
28233,Brooklyn,Williamsburg,40.71271,-73.94284
28234,Manhattan,Harlem,40.8262,-73.95035
28235,Brooklyn,Williamsburg,40.71157,-73.94308
28236,Manhattan,West Village,40.73144,-74.00388
28237,Brooklyn,Clinton Hill,40.68165,-73.96006
28238,Queens,Astoria,40.76017,-73.90945
28239,Brooklyn,Fort Greene,40.68286,-73.97134
28240,Brooklyn,Greenpoint,40.72549,-73.94453
28241,Manhattan,Hell's Kitchen,40.76535,-73.98765
28242,Brooklyn,Bedford-Stuyvesant,40.69407,-73.94275
28243,Brooklyn,Crown Heights,40.67288,-73.95444
28244,Manhattan,Chelsea,40.75172,-73.99784
28245,Manhattan,NoHo,40.72705,-73.9933
28246,Manhattan,Hell's Kitchen,40.769,-73.98757
28247,Manhattan,Hell's Kitchen,40.76978,-73.98936
28248,Manhattan,Midtown,40.75288,-73.98526
28249,Brooklyn,Bushwick,40.70401,-73.92629
28250,Brooklyn,Clinton Hill,40.68318,-73.96624
28251,Brooklyn,Gowanus,40.67943,-73.98387
28252,Brooklyn,Crown Heights,40.67068,-73.95764
28253,Manhattan,Upper West Side,40.80257,-73.96725
28254,Queens,Richmond Hill,40.70231,-73.82722
28255,Brooklyn,Flatbush,40.64215,-73.95685
28256,Brooklyn,East Flatbush,40.6467,-73.94841
28257,Brooklyn,Cypress Hills,40.68514,-73.87333
28258,Manhattan,Hell's Kitchen,40.75835,-73.99065
28259,Manhattan,East Harlem,40.79748,-73.948
28260,Manhattan,Financial District,40.70518,-74.00881
28261,Manhattan,Hell's Kitchen,40.75289,-73.99403
28262,Manhattan,Kips Bay,40.74421,-73.98007
28263,Brooklyn,Williamsburg,40.71382,-73.94385
28264,Queens,Astoria,40.76552,-73.92576
28265,Manhattan,Upper West Side,40.79917,-73.96795
28266,Brooklyn,Mill Basin,40.61224,-73.91854
28267,Manhattan,Chelsea,40.74624,-73.99273
28268,Manhattan,Upper East Side,40.77885,-73.95756
28269,Brooklyn,Cobble Hill,40.68719,-73.99384
28270,Manhattan,East Village,40.72732,-73.98056
28271,Manhattan,Hell's Kitchen,40.76084,-73.99899
28272,Manhattan,Upper West Side,40.78707,-73.9769
28273,Brooklyn,Carroll Gardens,40.67912,-74.00227
28274,Manhattan,Hell's Kitchen,40.76691,-73.98545
28275,Brooklyn,Prospect Heights,40.67487,-73.96409
28276,Manhattan,East Harlem,40.8009,-73.94333
